OrderID,CustomerID,CustomerCount,RoomNumber,CheckInDate,CheckOutDate,StayDuration,TotalCost,PaymentMethod,SeasonalFactor
4511,6087,1,109,2024-11-08,2024-11-09,1,102.79,Cash,normal
4512,6088,1,110,2024-11-08,2024-11-09,1,101.38,Credit Card,normal
4513,6089,1,111,2024-11-08,2024-11-14,6,917.89,Cash,normal
4514,6090,1,112,2024-11-08,2024-11-14,6,927.94,Credit Card,normal
4515,6091,2,113,2024-11-08,2024-11-09,1,147.0,Credit Card,normal
4516,6093,2,114,2024-11-08,2024-11-09,1,147.99,Cash,normal
4517,6095,2,115,2024-11-08,2024-11-11,3,438.68,Cash,normal
4518,6097,1,116,2024-11-08,2024-11-15,7,1059.04,Cash,normal
4519,6098,2,117,2024-11-08,2024-11-15,7,1044.56,Credit Card,normal
4520,6100,1,118,2024-11-08,2024-11-09,1,207.65,Online Transfer,normal
4521,6101,1,119,2024-11-08,2024-11-09,1,195.92,Credit Card,normal
4522,6102,3,120,2024-11-08,2024-11-13,5,1212.48,Cash,normal
4523,6105,1,101,2024-11-09,2024-11-11,2,209.73,Online Transfer,normal
4524,6106,1,102,2024-11-09,2024-11-10,1,99.51,Credit Card,normal
4525,6107,1,103,2024-11-09,2024-11-12,3,306.11,Cash,normal
4526,6108,1,104,2024-11-09,2024-11-10,1,104.79,Cash,normal
4527,6109,1,105,2024-11-09,2024-11-10,1,96.87,Credit Card,normal
4528,6110,1,106,2024-11-09,2024-11-13,4,388.25,Credit Card,normal
4529,6111,1,107,2024-11-09,2024-11-11,2,195.63,Cash,normal
4530,6112,1,108,2024-11-09,2024-11-11,2,203.01,Credit Card,normal
4531,6113,1,109,2024-11-09,2024-11-10,1,98.11,Online Transfer,normal
4532,6114,1,110,2024-11-09,2024-11-10,1,96.15,Online Transfer,normal
4533,6115,2,111,2024-11-09,2024-11-11,2,314.8,Online Transfer,normal
4534,6117,2,112,2024-11-09,2024-11-10,1,155.12,Credit Card,normal
4535,6119,1,113,2024-11-09,2024-11-10,1,151.42,Cash,normal
4536,6120,1,114,2024-11-09,2024-11-10,1,150.57,Cash,normal
4537,6121,2,115,2024-11-09,2024-11-10,1,148.96,Online Transfer,normal
4538,6123,2,116,2024-11-09,2024-11-18,9,1307.09,Online Transfer,normal
4539,6125,2,117,2024-11-09,2024-11-13,4,599.38,Credit Card,normal
4540,6127,2,118,2024-11-09,2024-11-14,5,1033.69,Cash,normal
4541,6129,2,119,2024-11-09,2024-11-11,2,401.32,Credit Card,normal
4542,6131,1,120,2024-11-09,2024-11-10,1,248.87,Cash,normal
4543,6132,1,101,2024-11-10,2024-11-12,2,200.1,Online Transfer,normal
4544,6133,1,102,2024-11-10,2024-11-20,10,950.66,Cash,normal
4545,6134,1,103,2024-11-10,2024-11-11,1,100.25,Cash,normal
4546,6135,1,104,2024-11-10,2024-11-11,1,103.24,Online Transfer,normal
4547,6136,1,105,2024-11-10,2024-11-11,1,104.83,Credit Card,normal
4548,6137,1,106,2024-11-10,2024-11-12,2,195.51,Credit Card,normal
4549,6138,1,107,2024-11-10,2024-11-11,1,98.71,Credit Card,normal
4550,6139,1,108,2024-11-10,2024-11-18,8,789.46,Credit Card,normal
4551,6140,1,109,2024-11-10,2024-11-17,7,729.76,Credit Card,normal
4552,6141,1,110,2024-11-10,2024-11-11,1,102.69,Online Transfer,normal
4553,6142,2,111,2024-11-10,2024-11-12,2,312.32,Credit Card,normal
4554,6144,2,112,2024-11-10,2024-11-12,2,287.17,Cash,normal
4555,6146,2,113,2024-11-10,2024-11-11,1,152.27,Credit Card,normal
4556,6148,1,114,2024-11-10,2024-11-12,2,299.33,Cash,normal
4557,6149,2,115,2024-11-10,2024-11-16,6,935.29,Credit Card,normal
4558,6151,2,116,2024-11-10,2024-11-17,7,1006.54,Online Transfer,normal
4559,6153,1,117,2024-11-10,2024-11-11,1,145.6,Cash,normal
4560,6154,2,118,2024-11-10,2024-11-11,1,200.38,Online Transfer,normal
4561,6156,3,119,2024-11-10,2024-11-11,1,198.83,Credit Card,normal
4562,6159,4,120,2024-11-10,2024-11-12,2,518.01,Credit Card,normal
4563,6163,2,114,2024-11-11,2024-11-12,1,155.76,Credit Card,normal
4564,6165,1,108,2024-11-11,2024-11-13,2,191.74,Cash,normal
4565,6166,1,103,2024-11-11,2024-11-12,1,95.69,Online Transfer,normal
4566,6167,1,102,2024-11-11,2024-11-14,3,287.69,Cash,normal
4567,6168,1,105,2024-11-11,2024-11-12,1,103.13,Online Transfer,normal
4568,6169,3,120,2024-11-11,2024-11-13,2,523.25,Credit Card,normal
4569,6172,1,117,2024-11-11,2024-11-12,1,149.12,Online Transfer,normal
4570,6173,1,107,2024-11-12,2024-11-13,1,100.98,Credit Card,normal
4571,6174,1,108,2024-11-12,2024-11-13,1,96.72,Credit Card,normal
4572,6175,1,106,2024-11-12,2024-11-13,1,100.03,Cash,normal
4573,6176,1,110,2024-11-12,2024-11-15,3,310.83,Cash,normal
4574,6177,1,113,2024-11-12,2024-11-16,4,599.24,Cash,normal
4575,6178,1,112,2024-11-12,2024-11-16,4,597.3,Online Transfer,normal
4576,6179,4,120,2024-11-12,2024-11-16,4,1025.05,Online Transfer,normal
4577,6183,1,114,2024-11-12,2024-11-13,1,151.76,Online Transfer,normal
4578,6184,1,116,2024-11-12,2024-11-14,2,291.47,Online Transfer,normal
4579,6185,1,109,2024-11-12,2024-11-19,7,721.75,Cash,normal
4580,6186,1,107,2024-11-13,2024-11-14,1,97.88,Online Transfer,normal
4581,6187,2,120,2024-11-13,2024-11-14,1,254.5,Online Transfer,normal
4582,6189,3,119,2024-11-13,2024-11-16,3,610.83,Credit Card,normal
4583,6192,1,101,2024-11-13,2024-11-14,1,98.18,Credit Card,normal
4584,6193,1,108,2024-11-13,2024-11-16,3,307.09,Credit Card,normal
4585,6194,2,112,2024-11-13,2024-11-15,2,313.71,Cash,normal
4586,6196,1,109,2024-11-13,2024-11-14,1,101.37,Cash,normal
4587,6197,2,115,2024-11-13,2024-11-16,3,445.83,Online Transfer,normal
4588,6199,2,116,2024-11-14,2024-11-21,7,1058.97,Online Transfer,normal
4589,6201,1,103,2024-11-14,2024-11-15,1,97.34,Credit Card,normal
4590,6202,1,106,2024-11-14,2024-11-15,1,97.03,Credit Card,normal
4591,6203,1,102,2024-11-14,2024-11-15,1,98.79,Credit Card,normal
4592,6204,1,107,2024-11-14,2024-11-15,1,102.66,Cash,normal
4593,6205,2,111,2024-11-14,2024-11-20,6,913.72,Online Transfer,normal
4594,6207,1,108,2024-11-14,2024-11-16,2,206.11,Online Transfer,normal
4595,6208,3,118,2024-11-14,2024-11-18,4,805.41,Cash,normal
4596,6211,1,117,2024-11-14,2024-11-15,1,155.4,Cash,normal
4597,6212,1,101,2024-11-15,2024-11-17,2,195.82,Credit Card,normal
4598,6213,1,102,2024-11-15,2024-11-19,4,406.57,Credit Card,normal
4599,6214,1,103,2024-11-15,2024-11-20,5,498.79,Credit Card,normal
4600,6215,1,104,2024-11-15,2024-11-22,7,732.7,Credit Card,normal
4601,6216,1,105,2024-11-15,2024-11-19,4,419.59,Online Transfer,normal
4602,6217,1,106,2024-11-15,2024-11-16,1,103.29,Credit Card,normal
4603,6218,1,107,2024-11-15,2024-11-16,1,100.55,Cash,normal
4604,6219,1,108,2024-11-15,2024-11-17,2,196.76,Cash,normal
4605,6220,1,109,2024-11-15,2024-11-18,3,285.52,Credit Card,normal
4606,6221,1,110,2024-11-15,2024-11-21,6,597.87,Cash,normal
4607,6222,1,111,2024-11-15,2024-11-17,2,310.62,Credit Card,normal
4608,6223,2,112,2024-11-15,2024-11-20,5,718.28,Online Transfer,normal
4609,6225,2,113,2024-11-15,2024-11-16,1,151.28,Online Transfer,normal
4610,6227,1,114,2024-11-15,2024-11-18,3,463.64,Cash,normal
4611,6228,2,115,2024-11-15,2024-11-16,1,157.13,Cash,normal
4612,6230,2,116,2024-11-15,2024-11-16,1,156.73,Credit Card,normal
4613,6232,2,117,2024-11-15,2024-11-16,1,154.72,Credit Card,normal
4614,6234,3,118,2024-11-15,2024-11-16,1,197.94,Online Transfer,normal
4615,6237,1,119,2024-11-15,2024-11-21,6,1249.14,Credit Card,normal
4616,6238,3,120,2024-11-15,2024-11-16,1,259.84,Cash,normal
4617,6241,1,101,2024-11-16,2024-11-18,2,200.81,Credit Card,normal
4618,6242,1,102,2024-11-16,2024-11-17,1,99.17,Credit Card,normal
4619,6243,1,103,2024-11-16,2024-11-19,3,305.05,Credit Card,normal
4620,6244,1,104,2024-11-16,2024-11-17,1,96.11,Cash,normal
4621,6245,1,105,2024-11-16,2024-11-17,1,101.89,Cash,normal
4622,6246,1,106,2024-11-16,2024-11-17,1,95.91,Credit Card,normal
4623,6247,1,107,2024-11-16,2024-11-23,7,701.77,Credit Card,normal
4624,6248,1,108,2024-11-16,2024-11-17,1,97.6,Online Transfer,normal
4625,6249,1,109,2024-11-16,2024-11-20,4,381.26,Credit Card,normal
4626,6250,1,110,2024-11-16,2024-11-19,3,285.83,Cash,normal
4627,6251,1,111,2024-11-16,2024-11-19,3,439.64,Cash,normal
4628,6252,1,112,2024-11-16,2024-11-17,1,147.74,Cash,normal
4629,6253,1,113,2024-11-16,2024-11-18,2,293.08,Online Transfer,normal
4630,6254,2,114,2024-11-16,2024-11-18,2,294.68,Cash,normal
4631,6256,1,115,2024-11-16,2024-11-17,1,149.76,Credit Card,normal
4632,6257,2,116,2024-11-16,2024-11-17,1,146.79,Cash,normal
4633,6259,1,117,2024-11-16,2024-11-21,5,776.62,Credit Card,normal
4634,6260,2,118,2024-11-16,2024-11-18,2,394.55,Online Transfer,normal
4635,6262,3,119,2024-11-16,2024-11-18,2,402.79,Credit Card,normal
4636,6265,3,120,2024-11-16,2024-11-17,1,262.16,Credit Card,normal
4637,6268,1,101,2024-11-17,2024-11-22,5,514.5,Cash,normal
4638,6269,1,102,2024-11-17,2024-11-22,5,491.98,Credit Card,normal
4639,6270,1,103,2024-11-17,2024-11-18,1,103.97,Credit Card,normal
4640,6271,1,104,2024-11-17,2024-11-18,1,96.39,Credit Card,normal
4641,6272,1,105,2024-11-17,2024-11-21,4,419.63,Credit Card,normal
4642,6273,1,106,2024-11-17,2024-11-18,1,99.54,Credit Card,normal
4643,6274,1,107,2024-11-17,2024-11-18,1,95.55,Credit Card,normal
4644,6275,1,108,2024-11-17,2024-11-20,3,292.91,Credit Card,normal
4645,6276,1,109,2024-11-17,2024-11-18,1,98.97,Credit Card,normal
4646,6277,1,110,2024-11-17,2024-11-19,2,199.63,Online Transfer,normal
4647,6278,2,111,2024-11-17,2024-11-18,1,147.47,Cash,normal
4648,6280,2,112,2024-11-17,2024-11-18,1,153.99,Online Transfer,normal
4649,6282,1,113,2024-11-17,2024-11-18,1,144.64,Credit Card,normal
4650,6283,1,114,2024-11-17,2024-11-18,1,146.61,Credit Card,normal
4651,6284,1,115,2024-11-17,2024-11-18,1,155.66,Credit Card,normal
4652,6285,1,116,2024-11-17,2024-11-19,2,302.75,Credit Card,normal
4653,6286,1,117,2024-11-17,2024-11-19,2,290.77,Credit Card,normal
4654,6287,3,118,2024-11-17,2024-11-20,3,623.12,Cash,normal
4655,6290,3,119,2024-11-17,2024-11-19,2,386.28,Credit Card,normal
4656,6293,4,120,2024-11-17,2024-11-18,1,243.61,Cash,normal
4657,6297,1,116,2024-11-18,2024-11-20,2,303.87,Cash,normal
4658,6298,3,118,2024-11-18,2024-11-20,2,388.1,Cash,normal
4659,6301,1,109,2024-11-18,2024-11-20,2,204.84,Credit Card,normal
4660,6302,2,114,2024-11-18,2024-11-22,4,579.26,Cash,normal
4661,6304,2,113,2024-11-18,2024-11-20,2,287.81,Credit Card,normal
4662,6306,1,108,2024-11-18,2024-11-20,2,199.97,Cash,normal
4663,6307,1,105,2024-11-18,2024-11-19,1,96.94,Online Transfer,normal
4664,6308,1,101,2024-11-18,2024-11-25,7,731.66,Cash,normal
4665,6309,1,106,2024-11-18,2024-11-20,2,208.92,Online Transfer,normal
4666,6310,2,111,2024-11-18,2024-11-19,1,151.0,Credit Card,normal
4667,6312,1,102,2024-11-19,2024-11-23,4,382.43,Cash,normal
4668,6313,1,109,2024-11-19,2024-11-20,1,95.17,Credit Card,normal
4669,6314,1,105,2024-11-19,2024-11-21,2,190.27,Cash,normal
4670,6315,2,113,2024-11-19,2024-11-20,1,148.88,Credit Card,normal
4671,6317,2,111,2024-11-19,2024-11-21,2,311.72,Cash,normal
4672,6319,1,107,2024-11-19,2024-11-22,3,297.44,Credit Card,normal
4673,6320,1,109,2024-11-20,2024-11-21,1,104.34,Online Transfer,normal
4674,6321,3,120,2024-11-20,2024-11-27,7,1807.03,Credit Card,normal
4675,6324,1,108,2024-11-20,2024-11-22,2,193.95,Credit Card,normal
4676,6325,1,111,2024-11-20,2024-11-29,9,1325.98,Online Transfer,normal
4677,6326,3,119,2024-11-20,2024-11-21,1,199.85,Online Transfer,normal
4678,6329,1,104,2024-11-20,2024-11-23,3,289.01,Credit Card,normal
4679,6330,2,112,2024-11-20,2024-11-21,1,152.39,Credit Card,normal
4680,6332,1,106,2024-11-20,2024-11-30,10,989.38,Online Transfer,normal
4681,6333,2,114,2024-11-20,2024-11-30,10,1552.98,Credit Card,normal
4682,6335,1,107,2024-11-21,2024-11-23,2,209.42,Online Transfer,normal
4683,6336,1,101,2024-11-21,2024-11-22,1,95.82,Cash,normal
4684,6337,1,110,2024-11-21,2024-11-22,1,99.54,Credit Card,normal
4685,6338,1,117,2024-11-21,2024-11-24,3,454.93,Credit Card,normal
4686,6339,3,118,2024-11-21,2024-11-26,5,951.5,Cash,normal
4687,6342,1,109,2024-11-21,2024-11-22,1,104.71,Credit Card,normal
4688,6343,1,113,2024-11-21,2024-11-23,2,301.4,Cash,normal
4689,6344,1,104,2024-11-21,2024-11-28,7,684.32,Online Transfer,normal
4690,6345,1,111,2024-11-21,2024-11-22,1,155.9,Cash,normal
4691,6346,1,103,2024-11-21,2024-11-22,1,95.59,Credit Card,normal
4692,6347,2,120,2024-11-21,2024-11-26,5,1301.36,Credit Card,normal
4693,6349,1,101,2024-11-22,2024-11-24,2,205.89,Credit Card,normal
4694,6350,1,102,2024-11-22,2024-11-30,8,802.46,Credit Card,normal
4695,6351,1,103,2024-11-22,2024-11-24,2,201.1,Credit Card,normal
4696,6352,1,104,2024-11-22,2024-11-23,1,102.8,Credit Card,normal
4697,6353,1,105,2024-11-22,2024-11-25,3,306.43,Credit Card,normal
4698,6354,1,106,2024-11-22,2024-11-23,1,95.57,Cash,normal
4699,6355,1,107,2024-11-22,2024-11-25,3,299.39,Cash,normal
4700,6356,1,108,2024-11-22,2024-11-25,3,300.74,Credit Card,normal
4701,6357,1,109,2024-11-22,2024-11-23,1,102.7,Online Transfer,normal
4702,6358,1,110,2024-11-22,2024-11-23,1,100.79,Credit Card,normal
4703,6359,2,111,2024-11-22,2024-11-24,2,300.71,Cash,normal
4704,6361,1,112,2024-11-22,2024-11-27,5,730.02,Cash,normal
4705,6362,2,113,2024-11-22,2024-11-26,4,592.7,Cash,normal
4706,6364,2,114,2024-11-22,2024-11-23,1,152.44,Online Transfer,normal
4707,6366,1,115,2024-11-22,2024-11-23,1,152.68,Cash,normal
4708,6367,1,116,2024-11-22,2024-12-02,10,1458.05,Credit Card,normal
4709,6368,2,117,2024-11-22,2024-11-24,2,299.1,Credit Card,normal
4710,6370,3,118,2024-11-22,2024-11-23,1,201.67,Credit Card,normal
4711,6373,3,119,2024-11-22,2024-11-26,4,835.2,Credit Card,normal
4712,6376,3,120,2024-11-22,2024-11-24,2,516.94,Credit Card,normal
4713,6379,1,101,2024-11-23,2024-11-26,3,289.44,Credit Card,normal
4714,6380,1,102,2024-11-23,2024-11-29,6,577.98,Cash,normal
4715,6381,1,103,2024-11-23,2024-11-25,2,208.53,Credit Card,normal
4716,6382,1,104,2024-11-23,2024-11-24,1,100.51,Credit Card,normal
4717,6383,1,105,2024-11-23,2024-11-24,1,100.84,Credit Card,normal
4718,6384,1,106,2024-11-23,2024-11-24,1,102.69,Cash,normal
4719,6385,1,107,2024-11-23,2024-11-25,2,209.92,Cash,normal
4720,6386,1,108,2024-11-23,2024-11-24,1,98.53,Credit Card,normal
4721,6387,1,109,2024-11-23,2024-11-24,1,98.25,Credit Card,normal
4722,6388,1,110,2024-11-23,2024-11-24,1,98.62,Online Transfer,normal
4723,6389,2,111,2024-11-23,2024-11-27,4,581.51,Credit Card,normal
4724,6391,1,112,2024-11-23,2024-11-26,3,428.63,Online Transfer,normal
4725,6392,2,113,2024-11-23,2024-11-24,1,142.6,Online Transfer,normal
4726,6394,1,114,2024-11-23,2024-11-24,1,144.35,Credit Card,normal
4727,6395,1,115,2024-11-23,2024-11-25,2,299.93,Cash,normal
4728,6396,2,116,2024-11-23,2024-11-24,1,144.1,Cash,normal
4729,6398,2,117,2024-11-23,2024-12-02,9,1323.71,Credit Card,normal
4730,6400,1,118,2024-11-23,2024-11-24,1,207.06,Online Transfer,normal
4731,6401,2,119,2024-11-23,2024-11-24,1,199.21,Credit Card,normal
4732,6403,4,120,2024-11-23,2024-11-24,1,237.76,Cash,normal
4733,6407,1,101,2024-11-24,2024-12-01,7,682.31,Credit Card,normal
4734,6408,1,102,2024-11-24,2024-11-28,4,413.89,Online Transfer,normal
4735,6409,1,103,2024-11-24,2024-12-02,8,783.12,Credit Card,normal
4736,6410,1,104,2024-11-24,2024-11-25,1,98.92,Credit Card,normal
4737,6411,1,105,2024-11-24,2024-11-25,1,96.5,Credit Card,normal
4738,6412,1,106,2024-11-24,2024-11-27,3,302.73,Credit Card,normal
4739,6413,1,107,2024-11-24,2024-11-25,1,104.8,Credit Card,normal
4740,6414,1,108,2024-11-24,2024-11-25,1,95.33,Credit Card,normal
4741,6415,1,109,2024-11-24,2024-11-26,2,206.95,Online Transfer,normal
4742,6416,1,110,2024-11-24,2024-11-25,1,100.3,Credit Card,normal
4743,6417,2,111,2024-11-24,2024-12-02,8,1204.4,Online Transfer,normal
4744,6419,2,112,2024-11-24,2024-11-25,1,153.3,Credit Card,normal
4745,6421,2,113,2024-11-24,2024-11-28,4,620.78,Credit Card,normal
4746,6423,1,114,2024-11-24,2024-11-25,1,146.8,Credit Card,normal
4747,6424,2,115,2024-11-24,2024-11-25,1,156.71,Online Transfer,normal
4748,6426,2,116,2024-11-24,2024-11-26,2,298.05,Credit Card,normal
4749,6428,1,117,2024-11-24,2024-11-25,1,153.08,Cash,normal
4750,6429,1,118,2024-11-24,2024-12-01,7,1404.68,Cash,normal
4751,6430,3,119,2024-11-24,2024-12-01,7,1424.46,Credit Card,normal
4752,6433,3,120,2024-11-24,2024-11-25,1,243.65,Cash,normal
4753,6436,1,107,2024-11-25,2024-11-27,2,200.59,Credit Card,normal
4754,6437,1,114,2024-11-25,2024-11-26,1,156.46,Online Transfer,normal
4755,6438,1,108,2024-11-25,2024-11-26,1,98.21,Credit Card,normal
4756,6439,2,111,2024-11-25,2024-11-26,1,150.07,Credit Card,normal
4757,6441,1,116,2024-11-25,2024-11-26,1,153.39,Cash,normal
4758,6442,2,112,2024-11-25,2024-11-27,2,302.98,Cash,normal
4759,6444,3,120,2024-11-25,2024-11-26,1,238.41,Cash,normal
4760,6447,1,101,2024-11-25,2024-11-27,2,198.21,Credit Card,normal
4761,6448,1,106,2024-11-25,2024-11-27,2,200.43,Cash,normal
4762,6449,1,104,2024-11-25,2024-11-26,1,97.51,Credit Card,normal
4763,6450,1,103,2024-11-26,2024-11-27,1,99.8,Credit Card,normal
4764,6451,2,115,2024-11-26,2024-11-27,1,147.62,Online Transfer,normal
4765,6453,2,112,2024-11-26,2024-11-27,1,146.9,Online Transfer,normal
4766,6455,2,114,2024-11-26,2024-11-27,1,155.63,Credit Card,normal
4767,6457,1,102,2024-11-26,2024-11-27,1,97.6,Credit Card,normal
4768,6458,1,110,2024-11-26,2024-12-04,8,829.74,Cash,normal
4769,6459,2,119,2024-11-26,2024-11-28,2,416.21,Credit Card,normal
4770,6461,1,101,2024-11-26,2024-12-02,6,603.5,Online Transfer,normal
4771,6462,1,105,2024-11-26,2024-11-28,2,206.41,Credit Card,normal
4772,6463,1,113,2024-11-26,2024-11-27,1,151.38,Credit Card,normal
4773,6464,1,118,2024-11-26,2024-11-27,1,203.04,Credit Card,normal
4774,6465,1,108,2024-11-26,2024-11-28,2,192.46,Credit Card,normal
4775,6466,2,111,2024-11-27,2024-11-28,1,152.8,Credit Card,normal
4776,6468,1,118,2024-11-27,2024-12-02,5,1049.01,Credit Card,normal
4777,6469,1,120,2024-11-27,2024-11-28,1,261.49,Credit Card,normal
4778,6470,1,109,2024-11-27,2024-11-29,2,205.49,Online Transfer,normal
4779,6471,1,106,2024-11-27,2024-12-05,8,773.22,Credit Card,normal
4780,6472,1,101,2024-11-27,2024-11-28,1,98.49,Cash,normal
4781,6473,2,117,2024-11-27,2024-11-28,1,143.93,Credit Card,normal
4782,6475,1,110,2024-11-27,2024-12-02,5,513.88,Credit Card,normal
4783,6476,2,112,2024-11-27,2024-11-28,1,152.11,Credit Card,normal
4784,6478,2,118,2024-11-28,2024-11-30,2,401.69,Online Transfer,normal
4785,6480,2,112,2024-11-28,2024-11-29,1,155.2,Credit Card,normal
4786,6482,1,116,2024-11-28,2024-11-29,1,155.73,Cash,normal
4787,6483,3,119,2024-11-28,2024-11-29,1,192.8,Credit Card,normal
4788,6486,2,114,2024-11-28,2024-12-01,3,434.19,Online Transfer,normal
4789,6488,1,106,2024-11-28,2024-11-29,1,100.36,Credit Card,normal
4790,6489,2,113,2024-11-28,2024-11-29,1,153.86,Online Transfer,normal
4791,6491,1,105,2024-11-28,2024-12-01,3,305.94,Credit Card,normal
4792,6492,2,111,2024-11-28,2024-11-29,1,148.2,Online Transfer,normal
4793,6494,1,101,2024-11-29,2024-11-30,1,100.74,Cash,normal
4794,6495,1,102,2024-11-29,2024-12-01,2,192.13,Credit Card,normal
4795,6496,1,103,2024-11-29,2024-11-30,1,95.54,Credit Card,normal
4796,6497,1,104,2024-11-29,2024-12-01,2,194.07,Credit Card,normal
4797,6498,1,105,2024-11-29,2024-11-30,1,101.85,Online Transfer,normal
4798,6499,1,106,2024-11-29,2024-11-30,1,100.89,Credit Card,normal
4799,6500,1,107,2024-11-29,2024-11-30,1,104.92,Cash,normal
4800,6501,1,108,2024-11-29,2024-12-08,9,938.92,Credit Card,normal
4801,6502,1,109,2024-11-29,2024-12-07,8,783.6,Credit Card,normal
4802,6503,1,110,2024-11-29,2024-11-30,1,99.93,Online Transfer,normal
4803,6504,2,111,2024-11-29,2024-11-30,1,149.52,Credit Card,normal
4804,6506,1,112,2024-11-29,2024-12-02,3,449.62,Credit Card,normal
4805,6507,1,113,2024-11-29,2024-11-30,1,154.74,Credit Card,normal
4806,6508,1,114,2024-11-29,2024-12-01,2,310.5,Cash,normal
4807,6509,1,115,2024-11-29,2024-11-30,1,149.66,Online Transfer,normal
4808,6510,2,116,2024-11-29,2024-12-02,3,463.59,Cash,normal
4809,6512,1,117,2024-11-29,2024-12-06,7,1085.82,Credit Card,normal
4810,6513,3,118,2024-11-29,2024-11-30,1,194.13,Online Transfer,normal
4811,6516,2,119,2024-11-29,2024-11-30,1,209.85,Online Transfer,normal
4812,6518,1,120,2024-11-29,2024-11-30,1,260.37,Cash,normal
4813,6519,1,101,2024-11-30,2024-12-09,9,872.85,Credit Card,normal
4814,6520,1,102,2024-11-30,2024-12-04,4,399.07,Credit Card,normal
4815,6521,1,103,2024-11-30,2024-12-07,7,707.2,Credit Card,normal
4816,6522,1,104,2024-11-30,2024-12-01,1,96.39,Cash,normal
4817,6523,1,105,2024-11-30,2024-12-07,7,665.03,Online Transfer,normal
4818,6524,1,106,2024-11-30,2024-12-01,1,100.14,Credit Card,normal
4819,6525,1,107,2024-11-30,2024-12-01,1,101.71,Credit Card,normal
4820,6526,1,108,2024-11-30,2024-12-02,2,201.7,Credit Card,normal
4821,6527,1,109,2024-11-30,2024-12-01,1,97.04,Cash,normal
4822,6528,1,110,2024-11-30,2024-12-01,1,97.99,Credit Card,normal
4823,6529,1,111,2024-11-30,2024-12-01,1,143.54,Credit Card,normal
4824,6530,1,112,2024-11-30,2024-12-02,2,306.18,Credit Card,normal
4825,6531,2,113,2024-11-30,2024-12-01,1,146.08,Cash,normal
4826,6533,1,114,2024-11-30,2024-12-01,1,150.64,Cash,normal
4827,6534,2,115,2024-11-30,2024-12-03,3,456.5,Credit Card,normal
4828,6536,2,116,2024-11-30,2024-12-06,6,915.15,Online Transfer,normal
4829,6538,1,117,2024-11-30,2024-12-01,1,153.65,Cash,normal
4830,6539,3,118,2024-11-30,2024-12-01,1,204.28,Credit Card,normal
4831,6542,2,119,2024-11-30,2024-12-03,3,603.95,Credit Card,normal
4832,6544,4,120,2024-11-30,2024-12-02,2,520.86,Credit Card,normal
4833,6548,1,101,2024-12-01,2024-12-03,2,192.88,Credit Card,normal
4834,6549,1,102,2024-12-01,2024-12-03,2,201.95,Online Transfer,normal
4835,6550,1,103,2024-12-01,2024-12-02,1,97.72,Cash,normal
4836,6551,1,104,2024-12-01,2024-12-02,1,95.75,Credit Card,normal
4837,6552,1,105,2024-12-01,2024-12-02,1,96.58,Online Transfer,normal
4838,6553,1,106,2024-12-01,2024-12-02,1,99.56,Cash,normal
4839,6554,1,107,2024-12-01,2024-12-02,1,98.82,Credit Card,normal
4840,6555,1,108,2024-12-01,2024-12-03,2,203.23,Online Transfer,normal
4841,6556,1,109,2024-12-01,2024-12-03,2,196.01,Cash,normal
4842,6557,1,110,2024-12-01,2024-12-03,2,207.61,Cash,normal
4843,6558,2,111,2024-12-01,2024-12-02,1,150.44,Credit Card,normal
4844,6560,1,112,2024-12-01,2024-12-05,4,595.63,Credit Card,normal
4845,6561,1,113,2024-12-01,2024-12-02,1,151.42,Credit Card,normal
4846,6562,1,114,2024-12-01,2024-12-02,1,155.11,Credit Card,normal
4847,6563,1,115,2024-12-01,2024-12-03,2,308.73,Cash,normal
4848,6564,1,116,2024-12-01,2024-12-03,2,294.54,Credit Card,normal
4849,6565,1,117,2024-12-01,2024-12-07,6,937.3,Credit Card,normal
4850,6566,3,118,2024-12-01,2024-12-04,3,609.6,Credit Card,normal
4851,6569,1,119,2024-12-01,2024-12-03,2,415.42,Online Transfer,normal
4852,6570,4,120,2024-12-01,2024-12-05,4,1004.96,Credit Card,normal
4853,6574,2,119,2024-12-02,2024-12-04,2,410.48,Online Transfer,normal
4854,6576,1,104,2024-12-02,2024-12-11,9,929.33,Online Transfer,normal
4855,6577,2,113,2024-12-02,2024-12-03,1,149.87,Credit Card,normal
4856,6579,1,108,2024-12-02,2024-12-03,1,99.55,Credit Card,normal
4857,6580,1,102,2024-12-02,2024-12-03,1,102.2,Online Transfer,normal
4858,6581,2,116,2024-12-02,2024-12-11,9,1413.0,Cash,normal
4859,6583,2,111,2024-12-02,2024-12-05,3,434.11,Cash,normal
4860,6585,2,115,2024-12-02,2024-12-03,1,155.03,Cash,normal
4861,6587,1,106,2024-12-03,2024-12-04,1,99.54,Cash,normal
4862,6588,2,111,2024-12-03,2024-12-06,3,468.66,Credit Card,normal
4863,6590,1,114,2024-12-03,2024-12-09,6,873.09,Credit Card,normal
4864,6591,1,103,2024-12-03,2024-12-04,1,96.26,Credit Card,normal
4865,6592,1,102,2024-12-03,2024-12-04,1,99.23,Credit Card,normal
4866,6593,1,109,2024-12-03,2024-12-04,1,97.89,Online Transfer,normal
4867,6594,3,118,2024-12-03,2024-12-04,1,191.94,Credit Card,normal
4868,6597,1,117,2024-12-03,2024-12-04,1,148.75,Online Transfer,normal
4869,6598,2,112,2024-12-03,2024-12-04,1,156.51,Credit Card,normal
